unique_id	state	dot_district	county	town
370	Vermont	1	Windham	Wilmington
371	Vermont	1	Bennington	Searsburg
372	Vermont	1	Bennington	Searsburg
373	Vermont	1	Bennington	Searsburg
374	Vermont	1	Bennington	Searsburg
375	Vermont	1	Bennington	Searsburg
376	Vermont	1	Bennington	Searsburg
377	Vermont	1	Windham	Wilmington
378	Vermont	1	Bennington	Woodford
378	Vermont	1	Bennington	Searsburg
379	Vermont	1	Bennington	Searsburg
380	Vermont	1	Bennington	Searsburg
381	Vermont	1	Windham	Wilmington
381	Vermont	1	Windham	Marlboro
381	Vermont	2	Windham	Wilmington
381	Vermont	2	Windham	Marlboro
382	Vermont	1	Windham	Wilmington
383	Vermont	1	Windham	Wilmington
384	Vermont	1	Windham	Wilmington
384	Vermont	1	Windham	Marlboro
384	Vermont	2	Windham	Wilmington
384	Vermont	2	Windham	Marlboro
385	Vermont	1	Bennington	Searsburg
386	Vermont	1	Bennington	Searsburg
387	Vermont	1	Bennington	Searsburg
388	Vermont	1	Bennington	Searsburg
389	Vermont	1	Bennington	Searsburg
390	Vermont	1	Bennington	Searsburg
391	Vermont	1	Bennington	Searsburg
392	Vermont	1	Bennington	Searsburg
393	Vermont	1	Bennington	Searsburg
394	Vermont	1	Bennington	Searsburg
395	Vermont	1	Bennington	Searsburg
396	Vermont	1	Bennington	Woodford
397	Vermont	1	Bennington	Woodford
398	Vermont	1	Bennington	Woodford
399	Vermont	1	Bennington	Woodford
400	Vermont	1	Windham	Wilmington
401	Vermont	1	Windham	Wilmington
402	Vermont	1	Windham	Wilmington
403	Vermont	1	Bennington	Searsburg
404	Vermont	1	Bennington	Searsburg
405	Vermont	1	Bennington	Searsburg
406	Vermont	1	Bennington	Searsburg
407	Vermont	1	Windham	Wilmington
408	Vermont	1	Windham	Wilmington
409	Vermont	1	Windham	Wilmington
410	Vermont	1	Windham	Wilmington
411	Vermont	1	Windham	Wilmington
412	Vermont	1	Windham	Wilmington
413	Vermont	1	Windham	Wilmington
414	Vermont	1	Windham	Wilmington
415	Vermont	1	Windham	Wilmington
416	Vermont	1	Windham	Wilmington
417	Vermont	1	Bennington	Searsburg
418	Vermont	1	Bennington	Searsburg
419	Vermont	1	Bennington	Searsburg
420	Vermont	1	Bennington	Searsburg
421	Vermont	1	Bennington	Searsburg
422	Vermont	1	Bennington	Woodford
423	Vermont	1	Windham	Wilmington
424	Vermont	1	Windham	Wilmington
425	Vermont	1	Windham	Wilmington
426	Vermont	1	Windham	Wilmington
427	Vermont	1	Bennington	Searsburg
428	Vermont	1	Bennington	Searsburg
429	Vermont	1	Bennington	Searsburg
430	Vermont	1	Bennington	Searsburg
431	Vermont	1	Bennington	Searsburg
432	Vermont	1	Bennington	Searsburg
433	Vermont	1	Bennington	Searsburg
434	Vermont	1	Bennington	Searsburg
435	Vermont	1	Bennington	Searsburg
436	Vermont	1	Bennington	Searsburg
437	Vermont	2	Windham	Marlboro
438	Vermont	1	Windham	Wilmington
438	Vermont	1	Windham	Marlboro
438	Vermont	2	Windham	Wilmington
438	Vermont	2	Windham	Marlboro
439	Vermont	2	Windham	Marlboro
440	Vermont	1	Windham	Wilmington
440	Vermont	1	Windham	Marlboro
440	Vermont	2	Windham	Wilmington
440	Vermont	2	Windham	Marlboro
441	Vermont	2	Windham	Marlboro
442	Vermont	1	Windham	Wilmington
442	Vermont	1	Windham	Marlboro
442	Vermont	2	Windham	Wilmington
442	Vermont	2	Windham	Marlboro
443	Vermont	2	Windham	Marlboro
444	Vermont	2	Windham	Marlboro
445	Vermont	2	Windham	Marlboro
446	Vermont	2	Windham	Marlboro
447	Vermont	2	Windham	Marlboro
448	Vermont	2	Windham	Marlboro
449	Vermont	2	Windham	Marlboro
450	Vermont	2	Windham	Marlboro
451	Vermont	1	Windham	Wilmington
452	Vermont	1	Windham	Wilmington
453	Vermont	1	Windham	Wilmington
454	Vermont	1	Windham	Wilmington
455	Vermont	1	Bennington	Searsburg
456	Vermont	1	Bennington	Woodford
457	Vermont	1	Bennington	Woodford
458	Vermont	1	Bennington	Woodford
459	Vermont	1	Bennington	Woodford
459	Vermont	1	Bennington	Searsburg
460	Vermont	1	Bennington	Woodford
461	Vermont	1	Bennington	Woodford
462	Vermont	1	Bennington	Woodford
463	Vermont	1	Bennington	Woodford
464	Vermont	1	Bennington	Searsburg
465	Vermont	1	Bennington	Searsburg
466	Vermont	1	Bennington	Searsburg
467	Vermont	1	Bennington	Searsburg
468	Vermont	1	Bennington	Searsburg
469	Vermont	1	Bennington	Searsburg
470	Vermont	1	Bennington	Searsburg
471	Vermont	1	Bennington	Searsburg
472	Vermont	1	Bennington	Searsburg
473	Vermont	1	Windham	Wilmington
474	Vermont	1	Windham	Wilmington
475	Vermont	1	Windham	Wilmington
476	Vermont	1	Windham	Wilmington
477	Vermont	1	Windham	Wilmington
478	Vermont	1	Windham	Wilmington
479	Vermont	1	Windham	Wilmington
480	Vermont	1	Windham	Wilmington
481	Vermont	1	Windham	Wilmington
482	Vermont	1	Windham	Wilmington
483	Vermont	1	Windham	Wilmington
484	Vermont	1	Windham	Wilmington
485	Vermont	1	Windham	Wilmington
486	Vermont	1	Windham	Wilmington
487	Vermont	1	Bennington	Searsburg
488	Vermont	1	Bennington	Searsburg
489	Vermont	1	Bennington	Searsburg
490	Vermont	1	Bennington	Searsburg
491	Vermont	1	Bennington	Searsburg
492	Vermont	1	Windham	Wilmington
493	Vermont	1	Windham	Wilmington
494	Vermont	1	Windham	Wilmington
495	Vermont	1	Windham	Wilmington
496	Vermont	1	Windham	Wilmington
497	Vermont	1	Windham	Wilmington
498	Vermont	1	Windham	Wilmington
499	Vermont	1	Windham	Wilmington
500	Vermont	1	Windham	Wilmington
501	Vermont	1	Windham	Wilmington
502	Vermont	1	Windham	Wilmington
503	Vermont	1	Windham	Wilmington
504	Vermont	1	Windham	Wilmington
505	Vermont	2	Windham	Marlboro
506	Vermont	2	Windham	Marlboro
507	Vermont	2	Windham	Marlboro
508	Vermont	2	Windham	Marlboro
509	Vermont	2	Windham	Marlboro
510	Vermont	2	Windham	Marlboro
511	Vermont	2	Windham	Marlboro
512	Vermont	2	Windham	Marlboro
513	Vermont	2	Windham	Marlboro
514	Vermont	2	Windham	Marlboro
515	Vermont	2	Windham	Marlboro
516	Vermont	2	Windham	Marlboro
517	Vermont	2	Windham	Marlboro
518	Vermont	2	Windham	Marlboro
519	Vermont	2	Windham	Marlboro
520	Vermont	1	Windham	Wilmington
521	Vermont	1	Windham	Wilmington
522	Vermont	1	Windham	Wilmington
523	Vermont	1	Windham	Wilmington
524	Vermont	1	Windham	Wilmington
525	Vermont	1	Windham	Wilmington
526	Vermont	1	Windham	Wilmington
527	Vermont	1	Windham	Wilmington
528	Vermont	1	Windham	Wilmington
529	Vermont	1	Windham	Wilmington
530	Vermont	1	Windham	Wilmington
531	Vermont	1	Windham	Wilmington
532	Vermont	1	Windham	Wilmington
533	Vermont	1	Windham	Wilmington
534	Vermont	1	Windham	Wilmington
535	Vermont	1	Windham	Wilmington
536	Vermont	1	Windham	Searsburg
536	Vermont	1	Windham	Wilmington
536	Vermont	1	Bennington	Searsburg
536	Vermont	1	Bennington	Wilmington
537	Vermont	1	Windham	Wilmington
538	Vermont	1	Windham	Wilmington
539	Vermont	1	Windham	Wilmington
540	Vermont	1	Windham	Wilmington
541	Vermont	1	Windham	Wilmington
542	Vermont	1	Windham	Wilmington
543	Vermont	1	Windham	Wilmington
543	Vermont	1	Bennington	Wilmington
544	Vermont	1	Windham	Wilmington
545	Vermont	1	Windham	Wilmington
546	Vermont	1	Windham	Wilmington
547	Vermont	1	Windham	Wilmington
548	Vermont	1	Windham	Wilmington
549	Vermont	1	Windham	Wilmington
550	Vermont	1	Windham	Wilmington
551	Vermont	1	Windham	Wilmington
552	Vermont	1	Windham	Wilmington
553	Vermont	1	Windham	Wilmington
554	Vermont	1	Windham	Wilmington
555	Vermont	1	Windham	Wilmington
556	Vermont	1	Windham	Wilmington
557	Vermont	1	Windham	Wilmington
558	Vermont	1	Windham	Wilmington
559	Vermont	1	Windham	Wilmington
560	Vermont	1	Windham	Wilmington
561	Vermont	1	Windham	Wilmington
562	Vermont	1	Windham	Wilmington
563	Vermont	1	Windham	Wilmington
564	Vermont	1	Windham	Wilmington
565	Vermont	1	Windham	Wilmington
566	Vermont	1	Windham	Wilmington
567	Vermont	1	Windham	Wilmington
568	Vermont	1	Bennington	Searsburg
569	Vermont	1	Windham	Searsburg
569	Vermont	1	Windham	Wilmington
569	Vermont	1	Bennington	Searsburg
569	Vermont	1	Bennington	Wilmington
570	Vermont	1	Bennington	Woodford
571	Vermont	1	Bennington	Woodford
571	Vermont	1	Bennington	Searsburg
572	Vermont	1	Bennington	Searsburg
573	Vermont	1	Bennington	Searsburg
574	Vermont	1	Bennington	Searsburg
575	Vermont	1	Bennington	Searsburg
576	Vermont	1	Bennington	Searsburg
577	Vermont	1	Bennington	Searsburg
578	Vermont	1	Bennington	Searsburg
579	Vermont	2	Windham	Marlboro
580	Vermont	2	Windham	Marlboro
580	Vermont	2	Windham	Halifax
581	Vermont	2	Windham	Marlboro
582	Vermont	2	Windham	Marlboro
582	Vermont	2	Windham	Halifax
583	Vermont	2	Windham	Marlboro
583	Vermont	2	Windham	Halifax
584	Vermont	2	Windham	Halifax
585	Vermont	2	Windham	Marlboro
585	Vermont	2	Windham	Halifax
586	Vermont	2	Windham	Marlboro
587	Vermont	2	Windham	Marlboro
588	Vermont	2	Windham	Marlboro
589	Vermont	2	Windham	Marlboro
590	Vermont	2	Windham	Marlboro
591	Vermont	2	Windham	Marlboro
592	Vermont	1	Windham	Wilmington
593	Vermont	1	Windham	Wilmington
594	Vermont	1	Windham	Wilmington
595	Vermont	1	Windham	Wilmington
596	Vermont	1	Windham	Wilmington
597	Vermont	1	Windham	Wilmington
598	Vermont	1	Windham	Wilmington
599	Vermont	2	Windham	Marlboro
600	Vermont	1	Windham	Wilmington
601	Vermont	1	Windham	Wilmington
602	Vermont	1	Windham	Wilmington
603	Vermont	1	Windham	Wilmington
604	Vermont	1	Windham	Wilmington
605	Vermont	1	Windham	Wilmington
606	Vermont	1	Windham	Wilmington
607	Vermont	1	Windham	Wilmington
608	Vermont	1	Windham	Wilmington
609	Vermont	1	Windham	Wilmington
610	Vermont	1	Bennington	Searsburg
611	Vermont	1	Bennington	Searsburg
612	Vermont	1	Bennington	Searsburg
613	Vermont	1	Bennington	Searsburg
614	Vermont	2	Windham	Marlboro
615	Vermont	2	Windham	Marlboro
616	Vermont	2	Windham	Marlboro
617	Vermont	2	Windham	Marlboro
618	Vermont	2	Windham	Marlboro
619	Vermont	2	Windham	Marlboro
620	Vermont	1	Windham	Wilmington
621	Vermont	1	Windham	Wilmington
622	Vermont	1	Windham	Wilmington
623	Vermont	1	Windham	Wilmington
624	Vermont	1	Windham	Wilmington
625	Vermont	1	Windham	Wilmington
626	Vermont	1	Bennington	Searsburg
627	Vermont	1	Bennington	Searsburg
628	Vermont	1	Windham	Wilmington
629	Vermont	1	Windham	Wilmington
630	Vermont	1	Windham	Wilmington
631	Vermont	1	Bennington	Searsburg
632	Vermont	2	Windham	Guilford
633	Vermont	2	Windham	Brattleboro
633	Vermont	2	Windham	Guilford
634	Vermont	2	Windham	Marlboro
634	Vermont	2	Windham	Brattleboro
634	Vermont	2	Windham	Guilford
635	Vermont	2	Windham	Brattleboro
636	Vermont	2	Windham	Brattleboro
637	Vermont	2	Windham	Brattleboro
638	Vermont	1	Bennington	Searsburg
638	Vermont	1	Bennington	Readsboro
639	Vermont	1	Bennington	Searsburg
640	Vermont	2	Windham	Marlboro
641	Vermont	2	Windham	Marlboro
641	Vermont	2	Windham	Halifax
642	Vermont	2	Windham	Marlboro
643	Vermont	2	Windham	Marlboro
643	Vermont	2	Windham	Halifax
